외국인투자기업정보,,,,,,,,,,,
,,,,,,,,,,,
회사명(한글),회사명(영문),전화번호,우편번호,주소,표준산업중분류명,표준산업분류명,표준산업분류코드,외투기업최초등록일자,대표업종,대표투자국가,업체유형
(주)스팩맨엔터테인먼트코리아,SPACKMAN ENTERTAINMENT KOREA INC.,010-9308-4273,110873,"서울특별시 종로구 새문안로3길 23 1601호(내수동,경희궁의아침4단지)",문화?오락,일반 영화 및 비디오물 제작업,59111,20120823,일반 영화 및 비디오물 제작업,홍콩,법인기업
(주)스펙만어소시에이츠,SPACKMAN ASSOCIATES INC.,02-798-1032,140210,서울 용산구 한남동 36-1 여선교회관내 8층 806호,비즈니스서비스업,경영컨설팅업,71531,20090911,경영자문업,버진아일랜드,법인기업
(주)스포메덱스,,,137851,"서울특별시 강동구 양재대로 1597, 지하1층 101-1호 (천호동)",도?소매(유통),의료용 기구 소매업,47812,20150317,의료기기연구개발,미국,법인기업
(주)스포에듀,"Spoedu Co., Ltd.",,122200,"서울특별시 은평구 통일로 1010, 비217호, 비218호 (진관동, 아이파크포레스트게이트)",공공?기타서비스,스포츠 교육기관,85611,20150729,스포츠교육기관(수영),미국,법인기업
(주)스포톤인터내셔날코리아,SPORTON INTERNATIONAL KOREA INC.,031-399-8600,435050,경기 군포시 금정동 847-2 동영센트럴타워 101-102호,비즈니스서비스업,"그외 기타 분류안된 전문, 과학 및 기술 서비스업",73909,20060127,CONSULTANCY SERVICES FOR ELECTRONICS AND WIRELESS COMMUNICATIONS,대만,법인기업
(주)스피드코리아,"SPEED KOREA CO., LTD.",031-548-1024,443400,"경기도 수원시 영통구 덕영대로1499번길 33, 2층(망포동)",전기?전자,이동전화기 제조업,26422,20131018,핸드폰용 LDS안테나생산,중국,법인기업
(주)스피쿠스,SPICUS CO. LTD.,070-8610-4732,100014,"서울 중구 충무로4가 126-1 일흥빌딩602,603호",기타제조,교과서 및 학습서적 출판업,58111,20090908,"영어전화교습, 도서 출판 및 판매",미국,법인기업
(주)슬램스탑코리아,"SLAMSTOP KOREA CO., LTD.",3476-7519,135090,"서울특별시 서대문구 충정로 7, (충정로3가, 구세군빌딩 13층)",도?소매(유통),상품 종합 도매업,46800,20100827,"건설, 디자인, 무역업",싱가포르,법인기업
(주)승승무역,SHENGSHENG TRADING,7088710671,445953,경기도 화성시 우정읍 기아자동차로 455,도?소매(유통),그외 기타 상품전문 도매업,46799,20130910,"무역,비철금속외, 폐전선외",중국,법인기업
(주)승휘여행사,"Seunghwi Travel Co.,ltd",,121839,서울특별시 마포구 양화로7길 47 2층(서교동),운수?창고(물류),국내 여행사업,75212,20150731,국내여행사업,중국,법인기업
(주)시기야정기코리아,"SHIGIYA MACHINERY KOREA CO., LTD.",018-681-7038,642370,경상남도 창원시 성산구 공단로166번길 13-22(신촌동),기계?장비,전자응용 공작기계 제조업,29221,20101001,공작기계 및 부품의 제조판매외,일본,법인기업
(주)시너지힐앤놀튼,SYNERGY HILL AND KNOWLTON,02-2287-0904,110734,서울 종로구 안국동 안국빌딩 14층,비즈니스서비스업,광고 대행업,71310,20040712,광고대행업,네덜란드,법인기업
(주)시너직,SYNRGIC CO.LTD,1099899812,135833,"서울특별시 강남구 선릉로 131길 11, 3층(논현동, 대원빌딩)",도?소매(유통),그외 기타 상품전문 도매업,46799,20130711,"서비스, 무역, 도소매",홍콩,법인기업
(주)시니어마케팅시스템코리아,"SENIOR MARKETING SYSTEM KOREA CO.,LTD.",02-3218-6263,135920,서울특별시 강남구 삼성로86길 (대치동 ) 23 4층(구일빌딩),비즈니스서비스업,광고 대행업,71310,20130704,"광고기획 및 제작, 전자상거래 및 통신판매, 개호 및 의료컨설팅",일본,법인기업
(주)시도항공여행사,,02-3480-0600,137074,서울 서초구 서초4동 1685-8 G-5 센트럴프라자 1층,운수?창고(물류),일반 및 국외 여행사업,75211,20090707,여행사,홍콩,법인기업
(주)시딕코리아,"C-DIC KOREA CO.,LTD.",02-2112-0389,403030,인천 부평구 청천동 425,기계?장비,산업용 로봇 제조업,29280,20070724,무역업,일본,법인기업
(주)시맨틱스,,02-6000-6002,330816,충남 천안시 직산읍 삼은리 511 충남테크노파크 영상미디어센터,비즈니스서비스업,응용소프트웨어 개발 및 공급업,58222,20091119,소프트웨어 제작 판매,일본,법인기업
(주)시몬느액세서리컬렉션,"SIMONE ACCESSARY COLLECTION, LTD.",,442819,경기도 의왕시 경수대로 279(고천동),섬유?직물?의류,그외 기타 의복액세서리 제조업,14499,20151014,"그외 기타 의복액세서리 제조업, 의복액세서리 및 모조 장신품",싱가포르,법인기업
(주)시비리피난스인베스트먼트,SIBIR FINANCE INVESTMENT COMPANY,,143880,"서울특별시 광진구 아차산로36길 39 704동 603호(자양동, 우성아파트)",도?소매(유통),상품종합 중개업,46105,20151106,중계무역,러시아,법인기업
(주)시세이도프로페셔널한국,"SHISEIDO PROFESSIONAL KOREA CO.,LTD.",02-21112-0329,135981,"서울특별시 강남구 강남대로 (역삼동 푸르덴셜타워) 298, 9층",도?소매(유통),화장품 도매업,46443,20110412,"화장품,의약품, 의약부외품의 수출입 및 판매업, 미용기긱관련제품의 수출입 및 판매업, 미용기술의 수입및 보금",일본,법인기업
(주)시스트라코리아,,25861500,135920,"서울특별시 강남구 테헤란로 208, 14층(역삼동,안제타워)",비즈니스서비스업,도시계획 및 조경설계 서비스업,72112,20130425,도시설계,프랑스,법인기업
(주)시스트란인터내셔널,"SYSTRAN INTERNATIONAL CO.,LTD",25576826,135080,"서울 강남구 양재천로 163 (도곡동,5층)",비즈니스서비스업,포털 및 기타 인터넷 정보매개 서비스업,63120,20141020,"번역소프트웨어 개발, 인터넷 포털사업, 번역서비스 제공",케이만군도,법인기업
(주)시아스,"SIAS CO., LTD",043-715-7121,363911,충북 청원군 옥산면 남촌리 1112-10호,식품,기타 식품 첨가물 제조업,10749,20041224,조미식품 제조업,대만,법인기업
(주)시어즈홀딩스글로벌소싱,SEARS HOLDINGS GLOBAL SOURCING LTD.,02-757-5840,135080,서울 강남구 역삼동 676번지 삼부빌딩 15층,비즈니스서비스업,물질성분 검사 및 분석업,72911,19850131,국산제품구매촉진상품검수상품정보,미국,법인기업
(주)시월,SHIYUE POSTPARTUM CARE CENTER,,134877,"서울특별시 강동구 올림픽로 833, 6층 (암사동)",공공?기타서비스,개인 간병인 및 유사 서비스업,96993,20151201,국내외 산후조리원,중국,법인기업
(주)시즌투어,SEASON TOUR AGENCY,,121867,"서울특별시 마포구 동교로34길 6, 201호(연남동)",운수?창고(물류),일반 및 국외 여행사업,75211,20150710,일반 여행업,중국,법인기업
(주)시코노믹스,"CHICONOMICS CO., LTD.",02-2117-8691,100450,서울 중구 신당동 193-2 디오트 809호,도?소매(유통),상품 종합 도매업,46800,20090824,의류잡화 무역업,중국,법인기업
(주)시티그룹,SETHI GROUP,010.4747.6791,130864,"서울특별시 동대문구 약령중앙로 16 (제기동,202호)",도?소매(유통),상품 종합 도매업,46800,20130430,(주)시티그룹,파키스탄,법인기업
(주)시티판타지,,836-1718,150050,서울 영등포구 신길동 223-14,음식?숙박,기타 외국식 음식점업,56119,20050713,식당 (체인점),중국,법인기업
(주)시티프러퍼티코리아,"CITY PROPERTIES KOREA CO., LTD.",,463926,"경기도 성남시 분당구 판교로 331 2층 (삼평동, ABN타워)",부동산?임대,기타 부동산 개발 및 공급업,68129,20141021,부동산개발업,아랍에미레이트,법인기업
(주)신강위한국연구소,"NEWCOWI ELECTRONIC R&D (KOREA) CO., LTD.",070-7836-1882,431848,"경기도 안양시 동안구 엘에스로91번길 16-39, 808호(호계동,안양아이티밸리)",전기?전자,"전기회로 개폐, 보호 및 접속 장치 제조업",28121,20100630,전원공급기 부품 개발제조,중국,법인기업
(주)신내뉴스터디,"SHINNAE NEW STUDY CO.,LTD.",,131868,"서울특별시 중랑구 봉화산로 211, 5층(신내동, 대성빌딩 5층)",공공?기타서비스,온라인 교육 학원,85504,20150519,"학원 사업, 온라인교육사업",아일랜드,법인기업
(주)신동,"SHIN DONG CO.,LTD.",528-5225,539806,전남 진도군 진도읍 교동 3길 37 1층,전기?가스,기타 발전업,35119,20081001,기타 발전업,독일,법인기업
(주)신동코리아,"XINDONG KOREA CO., LTD.",,999999,"서울특별시 강남구 압구정로34길 (신사동 ) 32, 3층",비즈니스서비스업,온라인?모바일 게임 소프트웨어 개발 및 공급업,58211,20160720,게임 개발 및 공급,중국,법인기업
(주)신립,"SHEENLIP CO.,LTD",02-551-2077,135090,서울 강남구 삼성동 159-1 무역회관 240,광업,건설용 쇄석 생산업,7122,19800611,"사문석,백운석및석회석제조",일본,법인기업
(주)신민신문,,02-2637-0814,150070,서울 영등포구 대림동 701-1,도?소매(유통),상품 종합 도매업,46800,20100730,상품종합 도매업 여행업,중국,법인기업
(주)신바냐라,"SHIN BAGNARA CO.,LTD.",02-3443-5066,464909,경기도 광주시 오포읍 오포로 673-33,도?소매(유통),그외 기타 건축자재 도매업,46699,20100708,석재 및 기타 건축자재 무역,이탈리아,법인기업
(주)신붕재생무역,"XIN PENG RECYCLE TRADE CO.,LTD.",010-6418-6792,451824,경기도 평택시 포승읍 홍원농깨길 112,도?소매(유통),상품 종합 도매업,46800,20130314,수출입,중국,법인기업
(주)신생,,,150913,"서울특별시 영등포구 국회대로74길 20, 1206호(여의도동,맨하탄21리빙텔)",도?소매(유통),1차 금속제품 도매업,46721,20141127,"철, 비철 금속 수출입",중국,법인기업
(주)신성국제여행사,"XINSHENG TOUR CO., LTD.",010-6808-6622,400221,인천광역시 중구 참외전로 113-1(인현동),운수?창고(물류),국내 여행사업,75212,20121213,여행업,중국,법인기업
(주)신세계사이먼,SHINSEGAE SIMON INC.,02-2185-1212,135957,"서울특별시 강남구 도산대로 458 (청담동, 리츠타워9층)",도?소매(유통),상품 종합 도매업,46800,20050602,상품종합도매,미국,법인기업
(주)신세계인터코스코리아,SHINSEGAE INTERCOS KOREA INC.,02-2010-8899,110121,"경기도 성남시 분당구 판교로 331, 5층(삼평동, 에이비엔타워)",화공,화장품 제조업,20433,20140901,"화장품 제조, 개발 판매, 유통업",홍콩,법인기업
(주)신세계투자개발,"SHINSEGAE INVESTMENT DEVELOPMENT CO., LTD.",02-727-1872,100011,서울특별시 중구 남대문로 (충무로1가 제일은행구본점) 42 (충무로 1가),부동산?임대,비주거용 건물 개발 및 공급업,68122,20130103,부동산업,싱가포르,법인기업
(주)신시대,"SHIN SI DAE CO., LTD.",1099170260,142878,"서울특별시 중랑구 망우로 (상봉동 ) 328, 1108호(시네마시티)",도?소매(유통),상품 종합 도매업,46800,20121022,상품종합도매업,몽골,법인기업
(주)신시스코리아,"SYNCIS KOREA, INC.",010-7225-7100,122923,"서울특별시 은평구 응암로29길 11-7, 201호 (응암동)",부동산?임대,부동산 자문 및 중개업,68221,20140108,"부동산임대업, 부동산에 대한 투자, 관리, 매매, 컨설팅 및 부동산 개발업",미국,법인기업
(주)신아에스비,"SHINASB YARD CO., LTD.",055-640-3294,650150,경남 통영시 도남동 227,운송용기계,기타 선박 건조업,31119,20080117,"선박의 건조 및 판매,선박의 개조및 수리",케이만군도,법인기업
(주)신앤드컴퍼니,SHIN&COMPANY,02-546-8864,135954,"서울특별시 강남구 선릉로152길 17, 601호(청담동, 인성빌딩)",도?소매(유통),신발 도매업,46420,20120619,패션용품 도소매,미국,법인기업
(주)신양,"HANSEUNG INDUSTRIAL CO., LTD.",031-352-6892,435842,"경기도 군포시 산본천로 62, 1622(산본동, 인베스텔)",도?소매(유통),상품 종합 도매업,46800,20121119,상품종합도매업,중국,법인기업
(주)신양에스아이디,"SHNYANG S.I.D. CO.,LTD.",,451821,경기도 평택시 포승읍 평택항로156번길 76,도?소매(유통),수산물 가공식품 도매업,46322,20160219,수산물 가공,중국,법인기업
(주)신에이코튼,,02-2266-3422,100015,서울 중구 충무로5가 2-36,도?소매(유통),내의 도매업,46415,20080201,내의류판매업,일본,법인기업
(주)신영,"Shin Young Co., Ltd.",,770150,경상북도 영천시 본촌공단길 39 (본촌동),운송용기계,자동차 차체용 부품 제조업,30320,20060417,"자동차차체용 부품제조업(34302), 금속압형제품제조업(28913)",캐나다,법인기업
(주)신영엔지니어링,"SHIN YOUNG ENGINEERING CO.,LTD",,545841,전라남도 광양시 옥곡면 옥진로 363,종합건설,기타 비주거용 건물 건설업,41129,20160105,"제조, 건설",홍콩,법인기업
(주)신와리트레이딩,SHINWARI TRADING,010.2659.6864,482170,"경기도 양주시 평화로1576번길 44 (회정동, 202동 301호)",도?소매(유통),상품 종합 도매업,46800,20130213,무역,파키스탄,법인기업
(주)신우국제파트너스,SINWOO INTERNATIONAL PARTNERS CO.,,135100,"서울특별시 강남구 압구정로79길 39 (청담동, 4층, 5층)",운수?창고(물류),일반 및 국외 여행사업,75211,20150204,"엔터테인먼트, 국내외 일반여행업, 의료관광업",중국,법인기업
(주)신우산업,"SINWOO INDUSTRIAL CO.,LTD.",061-336-9533,520892,전라남도 나주시 공산면 자미로 495-18,기타제조,비금속원료 재생업,38302,20140421,"플라스틱,합성수지,재생용비금속가공원료도소매제조",중국,법인기업
(주)신우인터내셔널,"SHINWOO INTERNATIONAL CO.,LTD",,402020,인천광역시 남구 아암대로29번길 (용현동 용현엑슬루타워) 105동 1701호 (용현동 용현엑슬루타워),도?소매(유통),화장품 도매업,46443,20151103,화장품수출입,중국,법인기업
(주)신원플라텍,,054-931-2375,719810,경상북도 칠곡군 석적읍 포망로 (198 ) 포망로198,화공,가공 및 재생 플라스틱원료 생산업,20303,20121121,"플라스틱 원료 ,제조,도매,무역",중국,법인기업
(주)신의물산,"SHINGI CORPORATION CO.,LTD.",051-740-5616,612020,"부산광역시 해운대구 해운대해변로 203, 1024호(우동, 오션타워)",도?소매(유통),상품 종합 도매업,46800,20111201,"초콜릿 수입판매, 무역업, 컨설팅",일본,법인기업
(주)신장강,SHIN JANG GANG INC.,010-8876-7538,138200,"서울특별시 송파구 충민로 5 (문정동, 한화오벨리스크씨동 320호)",부동산?임대,기타 부동산 개발 및 공급업,68129,20140313,부동산개발업,중국,법인기업
(주)신춘,"SHIN CHUN CO.,LTD.",031-451-7001,435862,경기도 군포시 산본로48번길 52-19,도?소매(유통),기타 산업용 기계 및 장비 도매업,46539,20020621,"금형,주조,전자부품무역",일본,법인기업
(주)신텍식인터내셔날,CYNTEXIC INTERNATIONAL,010.3705.0208,140842,서울특별시 용산구 신흥로11나길 17 (용산동2가),도?소매(유통),상품 종합 도매업,46800,20130528,상품종합도매업,나이지리아,법인기업
(주)신항세대,"New Air Generation Inc., Korea",02-2657-2610,157030,"서울특별시 강서구 강서로 402, 202호(등촌동, 재영빌딩)",운수?창고(물류),기타 항공 운송지원 서비스업,52939,20081126,항공운송 대리점업,홍콩,법인기업
(주)신호인더스트리,SHINHO INDUSTRY CORPORATION,041-337-7411,340935,충청남도 예산군 고덕면 지곡오추길 31,화공,그외 기타 플라스틱 제품 제조업,22299,20021212,건축내장재(PVC시트)제조업,일본,법인기업
(주)신화국제,"SHIN HWA CO., LTD",02-861-9196,153803,"서울특별시 금천구 서부샛길 606, 에이동2808,2809호(가산동,대성디폴리스)",도?소매(유통),기타 통신 판매업,47919,20091029,"통신판매,통신서비스,여행사",중국,법인기업
(주)신화국제무역상사,,02-860-8868,152050,서울 구로구 구로동 신도림 포스빌 419호,도?소매(유통),상품 종합 도매업,46800,20060602,"농수산물, 화공원료, 건축자재 수출입업",중국,법인기업
(주)신화로직스,"SHINWHA LOGISTICS CO.,LTD.",327657401,400060,경기도 평택시 포승읍 서동대로 437-207 자유무역지역내,운수?창고(물류),그외 기타 분류안된 운송관련 서비스업,52999,20091231,BMW수입차량 물류센터,일본,법인기업
(주)신화항공여행사,SHIN HWA TRAVEL CO LTD,23371687,120110,서울 서대문구 연희동 연희로 166,운수?창고(물류),일반 및 국외 여행사업,75211,20121109,여행사,싱가포르,법인기업
(주)신흥,SHIN HUNG CO.LTD.,52-6511,660903,경상남도 진주시 대신로 150 (상평동),화공,타이어 및 튜브 제조업,22111,19760825,자전차용타이어및튜브제조,일본,법인기업
(주)실리콘마이터스,SILICON MITUS INC.,02-2297-7073,463869,"경기도 성남시 분당구 대왕판교로 660 (삼평동, 유스페이스 1-에이 8층)",전기?전자,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",26120,20071108,반도체칩 제조 및 도매업,케이만군도,법인기업
(주)실버레인인베스트,SILVERLANE INVEST,,135959,"서울특별시 강남구 테헤란로 (역삼동 ) 223, 5층 503호(역삼동, 큰길타워)",비즈니스서비스업,경영컨설팅업,71531,20160622,경영컨설팅업,버진아일랜드,법인기업
(주)실버썬,SILVERSUN CO.LTD.,010-9132-9640,690804,"제주특별자치도 제주시 도령로 50, 702호(노형동, 제주이화오피스텔)",음식?숙박,휴양콘도 운영업,55113,20140423,"휴양콘도미니엄업, 관광개발, 부동산임대, 의료관광, 교육서비스",중국,법인기업
(주)실크프러스트레더스,SILK PLUS TRADERS LTD.,010-3017-7077,140858,서울특별시 용산구 우사단로10길 14(이태원동),도?소매(유통),직물 도매업,46742,20140729,섬유원단 수출,파키스탄,법인기업
(주)심바이오시스글로벌코리아,"SYMBIOSIS GLOBAL KOREA CO.,LTD.",,143912,"서울특별시 광진구 능동로38길 (중곡동 SUN S 빌딩) 27, 2층 208-1호",도?소매(유통),상품 종합 도매업,46800,20160502,"의료기기 수출업, 가공식품 수입 및 판매업",아르헨티나,법인기업
(주)싸이드스텝,SIDE STEP INC.,,143854,"서울특별시 광진구 아차산로 (자양동 ) 355, 205호(자양동, 타워더모스트 광진아크로텔)",부동산?임대,자동차 임대업,69110,20160615,렌터카 당일 특가 서비스업,일본,법인기업
(주)싸이트로닉,CYTRONIQ CO. LTD,041-549-3252,336851,충남 아산시 배방면 세출리 165 호서대학교 산학협동 3호관 201호,전기?전자,"전자기 측정, 시험 및 분석기구 제조업",27212,20120601,광센서시스템 및 광응용장비 제조,미국,법인기업
(주)쌀람,,02-743-4323,140210,서울 용산구 한남동 732-21,음식?숙박,기타 외국식 음식점업,56119,20100413,서양음식점업,시리아,법인기업
(주)쌍둥이,ELTWAAM LTD.,010-5680-1299,406838,"인천광역시 연수구 독배로82번길 27-3, 203호(옥련동, 극동힐타운)",도?소매(유통),중고 자동차 판매업,45120,20130325,중고차 매매업,이집트,법인기업
(주)쌍송,"FUTAMATSU CO., LTD.",,690808,제주특별자치도 제주시 노형5길 44 (노형동 ),부동산?임대,기타 부동산 임대업,68119,20141120,"부동산 투자 / 임대업, 음식점업",일본,법인기업
(주)써니사이드업코리아,"SUNNY SIDE UP KOREA, INC.",02-3787-6856,138240,서울특별시 송파구 올림픽로 지하 383 (신천동),비즈니스서비스업,광고 대행업,71310,20140128,광고대리업,일본,법인기업
(주)써클오브이노베이션,"CIRCLE OF INNOVATION, LTD",02-597-6206,137070,"서울 서초구 서초동 1337-6, 405호",도?소매(유통),상품 종합 도매업,46800,20070614,"반도체관련 컨설팅,마케팅,무역",사모아,법인기업
(주)써티쓰리코리아,THIRTY THREE KOREA LIMITED,1071499095,100897,"서울특별시 중구 다산로42가길 33(신당동, 3층)",도?소매(유통),상품 종합 도매업,46800,20130317,"무역, 가방, 의류, 악세사리 도소매",말레이시아,법인기업
(주)썬다이오드코리아,"SUNDIODE KOREA, INC.",,137889,"서울특별시 서초구 강남대로27길 7-21(양재동, 동산빌딩)",비즈니스서비스업,전기?전자공학 연구개발업,70121,20141212,"발광다이오드, 태양전지 연구개발, 제조, 도소매",미국,법인기업
(주)썬레인코리아태양에너지,"SUNRAIN KOREA SOLAR ENERGY CO.,LTD",031-816-4211,410814,"경기도 고양시 일산동구 호수로 336,103동913호(백석동,브라운스톤일산)",전기?가스,"증기, 냉온수 및 공기조절 공급업",35300,20060901,"태양열 온수기 판매 및 기술개발,부대일제사항",중국,법인기업
(주)썬볼트파워,SUN VOLT POWER CO.,02-576-1627,137130,서울 서초구 양재동 120-1 양재빌딩4층,전기?가스,기타 발전업,35119,20100204,신재생에너지 및 관련사업,미국,법인기업
(주)썬비치관광,"SUNBEACH TOUR & LEISURE DEVELOPMENT CO., LTD.",032-511-2060,403010,인천 부평구 부평동 508-4 한일빌딩 201호,음식?숙박,호텔업,55111,20000821,호텔업,일본,법인기업
(주)썬빌리지,,041-620-6713,135012,서울 강남구 논현2동 277-20 삼우빌딩,부동산?임대,주거용 건물 임대업,68111,20080904,부동산 임대 및 매매,미국,법인기업
(주)썬사랑,"SUN SARANG CO.,LTD.",0,539806,전남 진도군 진도읍 교동리 488-6 1층,전기?가스,기타 발전업,35119,20081119,태양광 발전업,독일,법인기업
(주)썬어라이스코리아,"SUN ARISE KOREA CO., LTD.",010-2186-5163,120857,"서울특별시 서대문구 세무서1길 17,403(홍제동)",도?소매(유통),상품 종합 도매업,46800,20131024,상품종합도매업,나이지리아,법인기업
(주)썬엘이디인터내셔날,SUNLED INTERNATIONAL CORP.,02 3487 6241,137905,"서울특별시 서초구 강남대로 381 705 (서초동, 두산베어스텔)",전기?전자,일반용 전기 조명장치 제조업,28422,20120118,"LED 제조 판매, 수출/유통",미국,법인기업
(주)썬웨이커뮤니케이션 코리아,"SUNWAY COMMUNICATION KOREA CO.,LTD",070-4655-0518,443390,경기 수원시 영통구 신동 486 디지털엠파이어 2차 101동 606호,전기?전자,유선 통신장비 제조업,26410,20130502,휴대폰 안테나 제조,홍콩,법인기업
(주)썬텔,"SUNTEL CO., LTD",010-8757-3386,363883,충청북도 청주시 청원군 오창읍 연구단지로 232,전기?전자,비디오 및 기타 영상기기 제조업,26519,20140508,터치스크린패널제조업,케이만군도,법인기업
(주)썸머셋프로퍼티,"SOMERSET PORPERTIES CO., LTD",010-2010-4220,137060,서울 서초구 방배동 944-2 호림빌딩 4층,부동산?임대,기타 부동산 개발 및 공급업,68129,20071213,기타부동산공급업,싱가포르,법인기업
(주)쏘시엘,,234458830,135995,"서울특별시 강남구 논현로 707 ,6층1호(논현동,용덕빌딩)",화공,화장품 제조업,20433,20060710,"화장품 제조, 도매",미국,법인기업
(주)쏘카,"SOCAR, INC.",,690818,"제주특별자치도 제주시 도령로15길 6, 907호 (연동, 연동엘리시아)",부동산?임대,자동차 임대업,69110,20141014,자동차 임대업,미국,법인기업
(주)쏠프로바이더,"Sole Provider, Inc.",010-3846-5207,138050,서울 송파구 방이동 171-5 한양빌딩 301-A호,도?소매(유통),상품 종합 도매업,46800,20100329,무역,미국,법인기업
(주)쓰리디시스템즈코리아,"3D SYSTEMS KOREA, INC.",02-6262-9900,135917,서울특별시 강남구 선릉로 525 (역삼동),비즈니스서비스업,응용소프트웨어 개발 및 공급업,58222,20121015,응용소프트웨어 개발 및 공급업,미국,법인기업
(주)쓰리에이치라이프,"3H LIFE CO.,LTD",010-9250-2724,135924,"서울특별시 강남구 논현로87길 25, 7층 (역삼동)",도?소매(유통),건강보조식품 소매업,47216,20100519,건강보조식품 도소매,일본,법인기업
(주)쓰리케이밸브,"THREE VALVE CO.,LTD",055-344-1113,621807,경남 김해시 진영읍 진영리 796번지,기계?장비,"탭, 밸브 및 유사장치 제조업",29133,20090921,산업플랜트용 밸브제조업,미국,법인기업
(주)씨디네트웍스,"CDNETWORKS CO., LTD.",02-3441-0400,135935,서울특별시 강남구 테헤란로8길 37 (역삼동),비즈니스서비스업,시스템 소프트웨어 개발 및 공급업,58221,20080102,인터넷컨텐츠 및 소프트웨어 개발업,일본,법인기업
(주)씨디케이,COMPREHENSIVE DEVELOPMENT KOREA INC.,772-2786,137070,서울 서초구 서초동 1451-34 서초평화빌딩 2층,비즈니스서비스업,경영컨설팅업,71531,20100225,"경영컨설팅 서비스,천주교 관련 교육행사 등에 대한 서비스",미국,법인기업
(주)씨디케이,"CDK CO., LTD",051-265-0256,618817,부산 강서구 송정동 녹산산단 77로 22번길 38,전기?전자,기타 가정용 전기기기 제조업,28519,20030327,차세대 세탁기 제조 및 판매,미국,법인기업
(주)씨라이츠,C-RIGHTS INC.,,135870,"서울특별시 강남구 삼성로112길 10 (삼성동, 4층)",비즈니스서비스업,데이터베이스 및 온라인정보 제공업,63991,20150429,온라인정보제공업,버진아일랜드,법인기업
(주)씨맥스피셔리,"SEAMAX FISHERY CO.,LTD",512462647,602833,"부산광역시 서구 원양로 105.602호 (암남동, 원양프라자)",어업,원양 어업,3111,20130503,"원양수산업,수산물도소매업,수산물무역업",중국,법인기업
(주)씨메이트,"C-MATE CO., LTD",,411809,경기도 고양시 일산서구 송파로 188(가좌동),도?소매(유통),화장품 도매업,46443,20150320,"화장품 도매업, 의복 악세서리 및 모조장신품 도매업, 그외 기타 가정용품 도매업",버진아일랜드,법인기업
(주)씨스테인웨그로지스틱스코리아,"C.STAINWEG LOGISTICS KOREA CO., LTD.",3709-5000,545010,전남 광양시 중동 1816-1,운수?창고(물류),기타 보관 및 창고업,52109,20041203,"비철금속, 식료품 및 기타 일상잡화 등에 대한 창고업, 유통업",싱가포르,법인기업
(주)씨실크,,051-753-4516,613810,부산광역시 수영구 연수로336번길 47(광안동),도?소매(유통),그외 기타 기계 및 장비 도매업,46599,20080825,선박부품 도소매,방글라데시,법인기업
(주)씨씨에스충북방송,,010-6462-9540,380090,충북 충주시 용산동 35,문화?오락,유선방송업,60222,20111208,"종합유선, 중계유선방송임대",바하마,법인기업
(주)씨씨콜렉션대부,"C.C. COLLECTION CO.,LTD.",3477-7030,135080,서울 강남구 역삼동 736-17 동궁타워 13층,비즈니스서비스업,인력공급업,75120,20071120,"인력공급업(75121), 그외기타금융업(65999)",일본,법인기업
(주)씨아이,"CI TRADE CO.,LTD.",02-857-5230,110300,서울 종로구 관훈동 198-16 남도빌딩 405,도?소매(유통),상품 종합 도매업,46800,20030826,무역업,중국,법인기업
(주)씨아이이에프,"C.I.E.F. CO.,LTD",,576880,전북 김제시 (백산면 ) 부거리 1582-5,도?소매(유통),상품 종합 도매업,46800,20160704,상품종합도매업,미국,법인기업
(주)씨아이지,,,406050,"인천광역시 연수구 인천타워대로 323 1층(송도동,송도 센트로드비동 2201~2207호)",부동산?임대,기타 부동산 개발 및 공급업,68129,20141028,부동산 투자개발,중국,법인기업
(주)씨앤드씨신약연구소,C & C RESEARCH LABORATORIES CO.LTD.,031-230-6506,440330,경기 수원시 장안구 천천동 서부로 2066,비즈니스서비스업,의학 및 약학 연구개발업,70113,19920303,의학및약학연구 개발업,일본,법인기업
(주)씨앤씨월드와이드,"CNC WORLDWIDE, INC.",051-442-6056,601839,"부산광역시 해운대구 센텀중앙로 78, 1504(우동, 센텀그린타워)",운수?창고(물류),기타 해상 운송업,50130,20090409,복합운송주선및 무역,미국,법인기업
(주)씨앤에스국제물류센터,"Cns international logistic center. Co., Ltd",051-832-5100,618410,부산 강서구 성북동 1499,운수?창고(물류),일반 창고업,52101,20070209,국제물류및 관련사업,일본,법인기업
(주)씨앤엘,C & L CORPORATION,032-818-0354,405821,인천 남동구 고잔동 718 남동공단 143BL-1LT,전기?전자,"전기회로 개폐, 보호 및 접속 장치 제조업",28121,20070601,"열전반도체,태양에너지접속장치개발생산외",뉴질랜드,법인기업
(주)씨앤오,"CNO CO.,LTD",031-366-4745,445968,경기 화성시 정남면 백리 70,비금속광물,유리섬유 및 광학용 유리 제조업,23121,20101012,제조(광학렌즈),사모아,법인기업
(주)씨앤케이바이오케미칼,"C & K BIO CHEMICAL CO., LTD.",011-9638-8153,135240,"서울 강남구 개포동 163-5, 4층",도?소매(유통),비누 및 세정제 도매업,46444,20080617,"의약외품 도매업, 비누 및 세정제 도매업",미국,법인기업
